GEN,BEZ,AGS,Fälle Gestern bis 00Uhr,Änderungsrate (24 Std. bis 25.06 00:00),Fälle Heute bis 00Uhr,CV-Fälle Tagespiegel Verifizierung,Quelle 1,GESAMT Bestätigte ZAHL der Infektionsfälle (Crowdsourced) inc. Epidemiological,Zeit,Bestätigte GESAMTZAHL der Infektionsfälle (Crowdsourced),Genesen,Quarantäne,Stationär,Intensiv,Todesfälle,"Zeit (Datum, Uhrzeit) ","Quelle (Sollte nur Landesamt, Gesundheitsamt oder offiziell sein)",Contributor,NEU,"Bemerkungen (Anzahl, Uhrzeit) - MUSS EINGEBEN WENN ""GEPRÜFT"" - C=Fälle, G=Genesen, D=Todesfälle",Geprüft (1) Berechtigte,7-Tage Infektionen pro 100.000 Einwohner,Zwischenstand Geprüft,An COVID-19 gestorben,Genesen (verifiziert),Coronavirus Fälle heute (verifiziert),Coronavirus Todesfälle (verifiziert),RKI Fälle,RKI Genesen,Tests,Cases inc. Epidemiological,Datum,Contributor.1,TWITTER,FACEBOOK/INSTAGRAM,RKI CHeck,Geschätzt,Sicherung - Genesen,Sicherung - Todesfälle,Sicherung - Zeit,Sicherung - Bundesland,Sicherung - Post-Check,Names,Tag vorher,Tag (noch nicht geupdated),Unnamed: 46
Vogelsbergkreis,Landkreis,6535,121,0%,121,,https://www.vogelsbergkreis.de/kreisverwaltung/presse.html, 121,23/06/2020 00:00, 121,116.0,,,,5.0,24/06/2020,https://soziales.hessen.de/gesundheit/corona-hessen/taegliche-uebersicht-der-bestaetigten-sars-cov-2-faelle-hessen,Maria,0,C121 D5 21:01,,"0,0",0,,116.0,121,5.0,121,116,1682.0,1561.0,12.05.2020,Maria,,https://www.facebook.com/vogelsbergkreis/,1,116.0,116.0,5.0,23/06/2020,6,0,https://www.vogelsbergkreis.de/kreisverwaltung/presse.html,121,121,0
Waldeck-Frankenberg,Landkreis,6635,174,1%,175,,https://soziales.hessen.de/gesundheit/infektionsschutz/coronavirus-sars-cov-2/taegliche-uebersicht-der-bestaetigten-sars-cov-2-faelle-hessen, 175,24/06/2020 14:00, 175,168.0,,,,5.0,24.6.2020 14:00,https://soziales.hessen.de/gesundheit/corona-hessen/taegliche-uebersicht-der-bestaetigten-sars-cov-2-faelle-hessen,@vitavonni, 1,C175 D5 21:02,Maria,"1,3",1,,168.0,174,5.0,174,168,,,,,,https://www.facebook.com/landkreiswafkb,"0,9942857143",168.0,168.0,5.0,23/06/2020,6,1,https://soziales.hessen.de/gesundheit/corona-hessen/taegliche-uebersicht-der-bestaetigten-sars-cov-2-faelle-hessen,173,173,0
Werra-Meißner-Kreis,Landkreis,6636,229,0%,230,,https://www.werra-meissner-kreis.de/fachbereiche-einrichtungen/stab-verwaltungsleitung-und-steuerung/presse-und-oeffentlichkeitsarbeit-buergerreferat-kultur-und-kreisarchiv/presse-und-oeffentlichkeitsarbeit/pressemitteilungen, 230,24/06/2020 00:00, 230,201.0, 145,1.0,,16.0,24/06/2020,https://www.werra-meissner-kreis.de/fachbereiche-einrichtungen/stab-verwaltungsleitung-und-steuerung/presse-und-oeffentlichkeitsarbeit-buergerreferat-kultur-und-kreisarchiv/presse-und-oeffentlichkeitsarbeit/pressemitteilungen,@vitavonni, 1,C230 G201 Q145 S1 D16 21:02,Maria,"5,9",1,,201.0,228,16.0,227,198,,,,,,,"1,001910408",201.0,199.0,16.0,23/06/2020,6,1,https://www.werra-meissner-kreis.de/fachbereiche-einrichtungen/stab-verwaltungsleitung-und-steuerung/presse-und-oeffentlichkeitsarbeit-buergerreferat-kultur-und-kreisarchiv/presse-und-oeffentlichkeitsarbeit/pressemitteilungen/einzelansicht/corona-virus-197-genesene-224-bestaetigte-faelle-16-verstorbene,224,224,0
Wetteraukreis,Landkreis,6440,355,0%,355,,https://www.wetteraukreis.de/aktuelles/corona/pressemitteilungen-zu-corona-virus/?no_cache=1, 356,23/06/2020 00:00, 356,313.0,,17.0,3.0,13.0,24.6.20,https://www.wetteraukreis.de/aktuelles/corona/pressemitteilungen-zu-corona-virus/detail/news/corona-eine-neuinfektion-seit-gestern-2/,Maria, 1,C356 G313 S17 I3 D13 21:04,Maria,"1,6",0,,310.0,352,13.0,353,327,,,,,,https://www.facebook.com/wetterau.de/,"0,9491203656",313.0,310.0,13.0,23/06/2020,6,1,https://www.wetteraukreis.de/aktuelles/corona/pressemitteilungen-zu-corona-virus/detail/news/corona-eine-neuinfektion-seit-gestern-1/,350,351,1
Wiesbaden,Kreisfreie Stadt,6414,469,0%,469,,https://www.wiesbaden.de/leben-in-wiesbaden/gesundheit/gesundheitsfoerderung/infos-coronavirus_start.php, 469,24/06/2020 14:15, 469,436.0,,,,22.0,24.6.2020 14:15,https://www.wiesbaden.de/leben-in-wiesbaden/gesundheit/gesundheitsfoerderung/infos-coronavirus_start.php,@vitavonni,0,C469 G436 D22 21:04,Maria,"0,4",1,,436.0,468,22.0,463,426,,,,,https://twitter.com/stadt_wiesbaden,,"1,010380692",436.0,434.0,22.0,23/06/2020,6,1,https://www.wiesbaden.de/leben-in-wiesbaden/gesundheit/gesundheitsfoerderung/infos-coronavirus_start.php,466,468,2
Ahrweiler,Landkreis,7131,197,0%,197,,https://www.kreis-ahrweiler.de/textR.php?id=1411, 197,23/06/2020 00:00, 197,195.0, 4,,,1.0,24/06/2020,https://www.kreis-ahrweiler.de/index.php,@vitavonni,0,,,"0,0",0,,195.0,197,1.0,195,193,,,,,,,"1,000105205",195.0,195.0,1.0,23/06/2020,7,0,https://www.kreis-ahrweiler.de/presse.php?lfdnrp=9266,197,197,0
Altenkirchen (Westerwald),Landkreis,7132,170,0%,170,,"https://www.kreis-altenkirchen.de/INTERNET/B%C3%BCrgerservice/Aktuelles/Corona-Pandemie-Aktuelle-Informationen-der-Kreisverwaltung.php?object=tx,2154.7.1&ModID=7&FID=2333.4911.1&NavID=2154.12&La=1", 170,22/06/2020 12:00, 170,152.0,,,,11.0,,"https://www.kreis-altenkirchen.de/INTERNET/B%C3%BCrgerservice/Aktuelles/Corona-Pandemie-Aktuelle-Informationen-der-Kreisverwaltung.php?object=tx,2154.7.1&ModID=7&FID=2333.4911.1&NavID=2154.12&La=1",,0,,,"3,9",0,,152.0,170,11.0,172,154,,,,,,,"0,9986249045",152.0,152.0,11.0,22/06/2020,7,0,"https://www.kreis-altenkirchen.de/INTERNET/Bürgerservice/Aktuelles/-CORONA-PANDEMIE-AKTUELLES-AUS-DEM-KREIS-.php?object=tx,2154.7.1&ModID=7&FID=2333.4911.1&NavID=2154.12&La=1",165,165,0
Alzey-Worms,Landkreis,7331,271,0%,271,,https://www.kreis-alzey-worms.eu/verwaltung/aktuelles/corona-virus.php, 272,23/06/2020 00:00, 272,257.0,,1.0,,12.0,24/06/2020,https://www.kreis-alzey-worms.eu/verwaltung/aktuelles/meldungen/2020_03_23_8710456595_meldung.php,@vitavonni, 1,,,"0,0",0,,256.0,271,12.0,270,256,,,,,,https://www.facebook.com/kreisverwaltungalzeyworms/,"0,9965245864",257.0,256.0,12.0,23/06/2020,7,1,https://www.facebook.com/kreisverwaltungalzeyworms/photos/a.312409209448407/564695944219731/?type=3&theater,271,271,0
Bad Dürkheim,Landkreis,7332,329,0%,329,,https://www.kreis-bad-duerkheim.de/kv_bad_duerkheim/Aktuelles/Aktuelles%20%C3%9Cbersicht/Informationen%20zu%20Corona-Virustyp%20COVID%2019/, 329,23/06/2020 10:00, 329,316.0,,,,12.0,24.06.2020 10:00,https://www.kreis-bad-duerkheim.de/kv_bad_duerkheim/Aktuelles/Aktuelles%20%C3%9Cbersicht/Informationen%20zu%20Corona-Virustyp%20COVID%2019/,@mittedeathsquad,0,,,"0,0",0,,316.0,329,12.0,329,314,,,,,,,"1,006369427",316.0,316.0,12.0,23/06/2020,7,0,https://www.kreis-bad-duerkheim.de/kv_bad_duerkheim/Aktuelles/Aktuelles%20%C3%9Cbersicht/Informationen%20zu%20Corona-Virustyp%20COVID%2019/,329,329,0
Bad Kreuznach,Landkreis,7133,202,0%,202,,https://www.kreis-badkreuznach.de/kreisverwaltung/organisation/amt-7-gesundheitsamt/coronavirus/aktuellste-meldung-aus-dem-landkreis/, 202,23/06/2020 14:30, 202,189.0,,1.0,,7.0,24.6.2020,https://www.kreis-badkreuznach.de/kreisverwaltung/organisation/amt-7-gesundheitsamt/coronavirus/aktuellste-meldung-aus-dem-landkreis/,@vitavonni,0,,,"0,6",0,,189.0,201,7.0,202,189,,,,,,https://de-de.facebook.com/Kreisverwaltung/,1,189.0,189.0,7.0,23/06/2020,7,1,https://www.kreis-badkreuznach.de/kreisverwaltung/organisation/amt-7-gesundheitsamt/coronavirus/aktuellste-meldung-aus-dem-landkreis/,201,201,0
Bernkastel-Wittlich,Landkreis,7231,172,0%,172,,https://www.bernkastel-wittlich.de/aktuelles/, 172,23/06/2020 00:00, 172,163.0,,,,2.0,24/06/2020,https://experience.arcgis.com/experience/c015c181530e4bd2b44b51f0eea4558b/,@vitavonni,0,,,"5,3",0,,163.0,170,2.0,171,163,,,,,,,"0,9941860465",163.0,163.0,2.0,23/06/2020,7,1,https://www.bernkastel-wittlich.de/aktuelles/,166,167,1
Birkenfeld,Landkreis,7134,90,0%,90,,http://www.landkreis-birkenfeld.de/city_info/webaccessibility/index.cfm?region_id=310&waid=573, 90,23/06/2020 10:05, 90,88.0,,,,2.0,24.6.2020 10:20,https://lua.rlp.de/de/presse/detail/news/News/detail/coronavirus-sars-cov-2-aktuelle-fallzahlen-fuer-rheinland-pfalz/,@vitavonni,0,,,"0,0",0,,87.0,90,2.0,90,87,1610.0,1520.0,04/06/2020,Maria,,https://www.facebook.com/gesundheitsamtkreisbir/,"1,011494253",88.0,87.0,2.0,23/06/2020,7,0,https://www.facebook.com/gesundheitsamtkreisbir/photos/a.119785226326038/151729343131626/?type=3&theater,90,90,0
Cochem-Zell,Landkreis,7135,137,0%,137,,https://www.cochem-zell.de/kv_cochem_zell/Unsere%20Themen/Gesundheitsamt/Coronafallzahlen%20im%20Landkreis%20Cochem-Zell/, 137,23/06/2020 00:00, 137,127.0,,,,1.0,24.6.2020 15:55,https://www.cochem-zell.de/kv_cochem_zell/Unsere%20Themen/Gesundheitsamt/Coronafallzahlen%20im%20Landkreis%20Cochem-Zell/,@vitavonni,0,,,"3,2",0,,127.0,136,1.0,135,133,,,,,,,"0,9409472587",127.0,127.0,1.0,23/06/2020,7,1,https://www.cochem-zell.de/kv_cochem_zell/Unsere%20Themen/Gesundheitsamt/Coronafallzahlen%20im%20Landkreis%20Cochem-Zell/,135,135,0
Donnersbergkreis,Landkreis,7333,137,0%,137,,https://www.donnersberg.de/donnersbergkreis/Aktuelles/Aktuelles%20aus%20dem%20Kreishaus/2020/M%C3%A4rz/Gesundheitsamt%20Aktuell%3A%20SARS-CoV-2%20-%2017.%20M%C3%A4rz/, 137,23/06/2020 08:45, 137,131.0,,,,6.0,24.6.2020,https://www.donnersberg.de/donnersbergkreis/Aktuelles/Aktuelles%20aus%20dem%20Kreishaus/2020/M%C3%A4rz/Gesundheitsamt%20Aktuell%3A%20SARS-CoV-2%20-%2017.%20M%C3%A4rz/,@vitavonni,0,,,"0,0",0,,131.0,137,6.0,137,130,,,,,,https://de-de.facebook.com/kvdonnersbergkreis,"1,007692308",131.0,131.0,6.0,23/06/2020,7,0,https://www.donnersberg.de/donnersbergkreis/Aktuelles/Aktuelles%20aus%20dem%20Kreishaus/2020/M%C3%A4rz/Gesundheitsamt%20Aktuell%3A%20SARS-CoV-2%20-%2017.%20M%C3%A4rz/,137,137,0
Eifelkreis Bitburg-Prüm,Landkreis,7232,197,0%,197,,https://www.bitburg-pruem.de/cms/aktuell/pressemitteilungen, 197,23/06/2020 00:00, 197,179.0,,,,5.0,,https://www.bitburg-pruem.de/cms/aktuell/pressemitteilungen,,0,,,"13,2",0,,179.0,187,5.0,187,180,2984.0,,11/05/2020,James,,,"0,943965031",179.0,179.0,5.0,23.6.2020,7,1,https://www.bitburg-pruem.de/cms/aktuell/pressemitteilungen/2613-corona-fallzahlen-im-eifelkreis-ergebnisse-17-06-2020,184,185,1
Frankenthal (Pfalz),Kreisfreie Stadt,7311,47,0%,47,,https://www.rhein-pfalz-kreis.de/kv_rpk/Coronavirus/Fallzahlen/, 47,23/06/2020 15:00, 47,42.0,,,,2.0,24.06.2020 15:00,https://www.rhein-pfalz-kreis.de/kv_rpk/Coronavirus/Fallzahlen/,@vitavonni,0,,,"6,2",0,,42.0,47,2.0,47,42,,,,,,,1,42.0,42.0,2.0,23/06/2020,7,0,https://www.rhein-pfalz-kreis.de/kv_rpk/Coronavirus/Fallzahlen/,44,47,3
Germersheim,Landkreis,7334,149,0%,149,,https://www.kreis-germersheim.de/kv_germersheim/Kreisverwaltung/Coronavirus%20(SARS-CoV-2)/Coronavirus%20(COVID-19)/, 149,23/06/2020 00:00, 149,143.0,,,,5.0,24/06/2020,"https://www.kreis-germersheim.de/kv_germersheim/Unsere%20Themen/Pressemitteilungen/2020/Aktuell%20ein%20best%C3%A4tigter%20positiver%20Fall%20im%20Landkreis%20Germersheim%20(Stand%2024.%20Juni%202020,%20Stand%2014%20Uhr)/",@vitavonni,0,,,"0,8",0,,143.0,148,5.0,148,142,,,,,,http://www.facebook.com/kreisgermersheim,"1,000283581",143.0,143.0,5.0,23/06/2020,7,1,"https://www.kreis-germersheim.de/kv_germersheim/Unsere%20Themen/Pressemitteilungen/2020/Aktuell%20kein%20best%C3%A4tigter%20positiver%20Fall%20im%20Landkreis%20Germersheim%20(16.%20Juni%202020,%20Stand%2012.30%20Uhr)/",148,148,0
Kaiserslautern,Kreisfreie Stadt,7312,179,0%,179,,https://www.kaiserslautern-kreis.de/no_cache/home.html, 180,23/06/2020 18:00, 180,163.0,,,,5.0,24.6.2020 19:00,https://www.kaiserslautern-kreis.de/no_cache/home.html,@vitavonni, 1,,,"0,0",0,,156.0,179,5.0,187,165,,,,,,,"1,026296296",163.0,156.0,5.0,23/06/2020,7,1,https://www.kaiserslautern-kreis.de/no_cache/home.html,179,179,0
Kaiserslautern,Landkreis,7335,113,0%,113,,https://www.kaiserslautern-kreis.de/no_cache/home.html, 115,23/06/2020 18:00, 115,109.0,,,,1.0,24.6.2020 19:00,https://www.kaiserslautern-kreis.de/no_cache/home.html,@vitavonni, 2,,,"1,9",0,,108.0,112,1.0,104,101,,,,,,,"0,9759793371",109.0,108.0,1.0,23/06/2020,7,1,https://www.kaiserslautern-kreis.de/no_cache/home.html,111,111,0
Koblenz,Kreisfreie Stadt,7111,266,0%,266,,https://www.kvmyk.de/kv_myk/, 266,23/06/2020 00:00, 266,248.0,,,,18.0,24/06/2020,https://www.kvmyk.de/kv_myk/Corona/,@vitavonni,0,,,"0,0",0,17.0,248.0,266,18.0,266,246,,,,,,,"1,008130081",248.0,248.0,18.0,23/06/2020,7,0,https://www.kvmyk.de/kv_myk/Aktuelles/Pressemeldungen%202020/Kein%20neuer%20Coronafall%20im%20Kreis%20MYK%20und%20der%20Stadt%20Koblenz%2015.6./,266,266,0
Kusel,Landkreis,7336,91,0%,91,,https://landkreis-kusel.de/aktuelles/coronavirus-wichtige-hinweise-und-aktuelle-informationen/aktuelle-informationen/fallzahlen-landkreis-kusel.html, 91,23/06/2020 10:05, 91,90.0,,,,1.0,24.6.2020 10:20,https://lua.rlp.de/de/presse/detail/news/News/detail/coronavirus-sars-cov-2-aktuelle-fallzahlen-fuer-rheinland-pfalz/,@vitavonni,0,,,"0,0",0,,90.0,91,1.0,90,89,,,,,,,"1,000123472",90.0,90.0,1.0,23/06/2020,7,0,https://landkreis-kusel.de/aktuelles/coronavirus-wichtige-hinweise-und-aktuelle-informationen/aktuelle-informationen/fallzahlen-landkreis-kusel.html,91,91,0
Landau in der Pfalz,Kreisfreie Stadt,7313,73,0%,73,,"https://www.landau.de/Verwaltung-Politik/Pressemitteilungen/Coronavirus-Fallzahlen-im-Landkreis-S%C3%BCdliche-Weinstra%C3%9Fe-und-in-der-Stadt-Landau-am-Freitag-12-Juni.php?object=tx,2644.5.1&ModID=7&FID=2644.5700.1&NavID=2644.13&La=1", 73,23/06/2020 12:00, 73,71.0,,,,2.0,24.06.2020 12:00,https://www.suedliche-weinstrasse.de/de/aktuelles/pressemeldungen/2020_319.php,@vitavonni,0,,,"0,0",0,,71.0,73,2.0,56,54,,,,,,,"1,008625063",71.0,71.0,2.0,23/06/2020,7,0,"https://www.landau.de/Verwaltung-Politik/Pressemitteilungen/Fallzahlen-im-Landkreis-S%C3%BCdliche-Weinstra%C3%9Fe-und-in-der-Stadt-Landau-am-Mittwoch-17-Juni.php?object=tx,2644.5.1&ModID=7&FID=2644.5707.1&NavID=2644.13&La=1",73,73,0
Ludwigshafen am Rhein,Kreisfreie Stadt,7314,328,0%,328,,https://www.rhein-pfalz-kreis.de/kv_rpk/Coronavirus/Fallzahlen/, 328,23/06/2020 15:00, 328,321.0,,,,2.0,24.06.2020 15:00,https://www.rhein-pfalz-kreis.de/kv_rpk/Coronavirus/Fallzahlen/,@vitavonni,0,,,"0,0",0,,321.0,328,2.0,327,322,,,,,,,"0,9938550977",321.0,321.0,2.0,23/06/2020,7,0,https://www.rhein-pfalz-kreis.de/kv_rpk/Coronavirus/Fallzahlen/,328,328,0
Mainz,Kreisfreie Stadt,7315,675,0%,675,,https://mainz.de/verwaltung-und-politik/buergerservice-online/schutz-gegen-corona-infektionen.php, 675,23/06/2020 00:00, 675,639.0,,,,27.0,24.06.2020,https://www.mainz-bingen.de/de/aktuelles/meldungen/8852342432.php,@vitavonni,0,,,"0,5",0,,639.0,674,27.0,676,641,,,,,,,"0,9983567343",639.0,639.0,27.0,23/06/2020,7,1,https://www.mainz-bingen.de/de/aktuelles/meldungen/6256815288.php,674,674,0
Mainz-Bingen,Landkreis,7339,432,0%,432,,https://www.mainz-bingen.de/de/, 432,23/06/2020 00:00, 432,405.0,,,,26.0,24.06.2020,https://www.mainz-bingen.de/de/aktuelles/meldungen/8852342432.php,@vitavonni,0,,,"0,9",0,,403.0,431,26.0,434,406,,,,,,,"1,002155172",405.0,403.0,26.0,23.06.2020,7,1,https://www.mainz-bingen.de/de/aktuelles/meldungen/6256815288.php,430,431,1
Mayen-Koblenz,Landkreis,7137,349,0%,349,,https://www.kvmyk.de/kv_myk/, 349,23/06/2020 00:00, 349,325.0,,,,14.0,24/06/2020,https://www.kvmyk.de/kv_myk/Corona/,@vitavonni,0,,,"3,7",0,13.0,325.0,348,14.0,348,327,,,,,,,"0,9910359875",325.0,325.0,14.0,23/06/2020,7,1,https://www.kvmyk.de/kv_myk/Aktuelles/Pressemeldungen%202020/6%20Neuinfektionen%20im%20Kreis%20MYK%20und%20der%20Stadt%20Koblenz/,341,347,6
Neustadt an der Weinstraße,Kreisfreie Stadt,7316,106,0%,106,,https://www.kreis-bad-duerkheim.de/kv_bad_duerkheim/Aktuelles/Aktuelles%20%C3%9Cbersicht/Informationen%20zu%20Corona-Virustyp%20COVID%2019/, 107,23/06/2020 10:00, 107,104.0,,,,2.0,24.06.2020 10:00,https://www.kreis-bad-duerkheim.de/kv_bad_duerkheim/Aktuelles/Aktuelles%20%C3%9Cbersicht/Informationen%20zu%20Corona-Virustyp%20COVID%2019/,@mittedeathsquad, 1,,,"0,0",0,,104.0,106,2.0,104,101,,,,,,,"1,000832794",104.0,104.0,2.0,23/06/2020,7,1,https://www.kreis-bad-duerkheim.de/kv_bad_duerkheim/Aktuelles/Aktuelles%20%C3%9Cbersicht/Informationen%20zu%20Corona-Virustyp%20COVID%2019/,106,106,0
Neuwied,Landkreis,7138,215,0%,215,,https://www.kreis-neuwied.de/kv_neuwied/Home/Aktuelles/wichtige%20Hinweise%20und%20Informationen/, 215,23/06/2020 00:00, 215,211.0, 1,,,3.0,,https://www.kreis-neuwied.de/kv_neuwied/Home/Aktuelles/Informationen%20zu%20Corona/Corona/,,0,,,"0,0",0,,211.0,215,3.0,215,210,1895.0,,11.6.20,,,https://www.facebook.com/kreisneuwied/,"1,004761905",211.0,211.0,3.0,23/06/2020,7,0,https://www.kreis-neuwied.de/kv_neuwied/Home/Aktuelles/Informationen%20zu%20Corona/Corona/,215,215,0
Pirmasens,Kreisfreie Stadt,7317,31,0%,31,,https://www.lksuedwestpfalz.de/buergerservice/abteilungen/gesundheitswesen/infos-zum-coronavirus/, 31,23/06/2020 11:00, 31,31.0,,,,,24.6.2020,https://www.lksuedwestpfalz.de/buergerservice/abteilungen/gesundheitswesen/infos-zum-coronavirus/,@vitavonni,0,Keine Veränderungen,,"0,0",0,,31.0,31,,31,31,,,,,,,1,31.0,31.0,,23/06/2020,7,0,https://www.lksuedwestpfalz.de/buergerservice/abteilungen/gesundheitswesen/infos-zum-coronavirus/,31,31,0
Rhein-Hunsrück-Kreis,Landkreis,7140,166,0%,166,,https://www.kreis-sim.de/Aktuelles/Informationen-zum-Coronavirus/, 166,23/06/2020 15:00, 166,160.0,,,,6.0,24.6.2020 15:00,https://kv-rhk.maps.arcgis.com/apps/opsdashboard/index.html#/79698cd31d62452f97d9f76b7e018a61,@vitavonni,0,,,"0,0",0,,160.0,166,6.0,168,162,,,,,,,"0,9995537706",160.0,160.0,6.0,23/06/2020,7,0,https://kv-rhk.maps.arcgis.com/apps/opsdashboard/index.html#/79698cd31d62452f97d9f76b7e018a61,166,166,0
Rhein-Lahn-Kreis,Landkreis,7141,159,0%,159,,https://www.rhein-lahn-kreis.de/aktuelles/corona/, 159,23/06/2020 10:05, 159,153.0,,,,6.0,24.6.2020 10:20,https://lua.rlp.de/de/presse/detail/news/News/detail/coronavirus-sars-cov-2-aktuelle-fallzahlen-fuer-rheinland-pfalz/,@vitavonni,0,,,"0,0",0,,152.0,159,6.0,159,152,,,,,,,"1,006578947",153.0,152.0,6.0,23/06/2020,7,0,https://www.rhein-lahn-kreis.de/aktuelles/corona/corona-aktuelle-lage-4/,159,159,0
Rhein-Pfalz-Kreis,Landkreis,7338,257,0%,257,,https://www.rhein-pfalz-kreis.de/kv_rpk/Coronavirus/Fallzahlen/, 257,23/06/2020 15:00, 257,236.0,,,,4.0,24.06.2020 15:00,https://www.rhein-pfalz-kreis.de/kv_rpk/Coronavirus/Fallzahlen/,@vitavonni,0,,,"4,5",0,,236.0,251,4.0,258,241,,,,,,,"0,9830634354",236.0,236.0,4.0,23/06/2020,7,1,https://www.rhein-pfalz-kreis.de/kv_rpk/Coronavirus/Fallzahlen/,250,250,0
Speyer,Kreisfreie Stadt,7318,95,0%,95,,https://www.speyer.de/sv_speyer/de/Rathaus/Medien-Infos/Aktuelle%20Infos/Aktuelle%20Informationen%20zum%20Coronavirus/, 97,23/06/2020 15:00, 97,86.0, 22,,,2.0,24.06.2020 15:00,https://www.rhein-pfalz-kreis.de/kv_rpk/Coronavirus/Fallzahlen/,@vitavonni, 2,,,"2,0",0,,85.0,95,2.0,95,91,,,,,,,"0,9255692761",86.0,85.0,2.0,23/06/2020,7,1,https://www.rhein-pfalz-kreis.de/kv_rpk/Coronavirus/Fallzahlen/,94,95,1
Südliche Weinstraße,Landkreis,7337,152,0%,152,,https://www.suedliche-weinstrasse.de/de/aktuelles/presse.php, 152,23/06/2020 12:00, 152,146.0,,,,3.0,24.06.2020 12:00,https://www.suedliche-weinstrasse.de/de/aktuelles/pressemeldungen/2020_319.php,@vitavonni,0,,,"2,7",0,,145.0,152,3.0,155,149,,,,,,https://www.facebook.com/landkreissuew/,"0,9992052278",146.0,145.0,3.0,23/06/2020,7,0,"https://www.landau.de/Verwaltung-Politik/Pressemitteilungen/Fallzahlen-im-Landkreis-S%C3%BCdliche-Weinstra%C3%9Fe-und-in-der-Stadt-Landau-am-Mittwoch-17-Juni.php?object=tx,2644.5.1&ModID=7&FID=2644.5707.1&NavID=2644.13&La=1",149,149,0
Südwestpfalz,Landkreis,7340,104,0%,104,,https://www.lksuedwestpfalz.de/buergerservice/abteilungen/gesundheitswesen/infos-zum-coronavirus/, 104,23/06/2020 11:00, 104,101.0,,,,3.0,24.6.2020,https://www.lksuedwestpfalz.de/buergerservice/abteilungen/gesundheitswesen/infos-zum-coronavirus/,@vitavonni,0,Keine Veränderungen,,"0,0",0,,101.0,104,3.0,106,103,,,,,,,"0,9994398805",101.0,101.0,3.0,23/06/2020,7,0,https://www.lksuedwestpfalz.de/buergerservice/abteilungen/gesundheitswesen/infos-zum-coronavirus/,104,104,0
Trier,Kreisfreie Stadt,7211,103,0%,103,,https://www.trier-saarburg.de/, 103,23/06/2020 00:00, 103,101.0,,0.0,,1.0,24/06/2020,https://www.trier-saarburg.de/news/Corona-PM80,@vitavonni,0,,,"0,9",0,,101.0,103,1.0,103,101,,,,,,,1,101.0,101.0,1.0,23/06/2020,7,0,https://www.trier-saarburg.de/news/Corona-PM77,102,102,0
Trier-Saarburg,Landkreis,7235,201,0%,201,,https://www.trier-saarburg.de/, 203,23/06/2020 00:00, 203,187.0,,0.0,,9.0,24/06/2020,https://www.trier-saarburg.de/news/Corona-PM80,@vitavonni, 2,,,"2,0",0,,187.0,200,9.0,201,189,,,,,,,"0,9796700289",187.0,187.0,9.0,23/06/2020,7,1,https://www.trier-saarburg.de/news/Corona-PM77,198,198,0
Vulkaneifel,Landkreis,7233,119,0%,119,,https://www.vulkaneifel.de/buergerservice-verwaltung/corona/corona-presse.html, 120,23/06/2020 10:05, 120,113.0,,,,6.0,24.6.2020 17:30,https://www.vulkaneifel.de/buergerservice-verwaltung/corona/corona-presse/aktueller-stand-am-mitwoch-24-06-2020-17-15-uhr.html,@vitavonni, 1,,,"1,7",0,,113.0,119,5.0,119,113,,,,,,,"0,9916666667",113.0,113.0,5.0,23.06.2020,7,1,https://www.vulkaneifel.de/buergerservice-verwaltung/corona/corona-presse.html,118,119,1
Westerwaldkreis,Landkreis,7143,370,0%,370,,https://www.westerwaldkreis.de/aktuelles-detailansicht/gesundheitsamt-informiert.html, 370,23/06/2020 00:00, 370,338.0, 56,,,22.0,,https://www.westerwaldkreis.de/aktuelles-detailansicht/gesundheitsamt-informiert.html,,0,,,"3,5",0,,338.0,367,22.0,370,342,4512.0,,29/05/2020,Johannes,,,"0,9883040936",338.0,338.0,22.0,23/06/2020,7,1,https://www.westerwaldkreis.de/aktuelles-detailansicht/gesundheitsamt-informiert.html,363,363,0
Worms,Kreisfreie Stadt,7319,222,0%,222,,https://www.kreis-alzey-worms.eu/verwaltung/aktuelles/meldungen/2020_04_08_2290675393_meldung.php, 222,23/06/2020 00:00, 222,211.0,,0.0,,7.0,24/06/2020,https://www.kreis-alzey-worms.eu/verwaltung/aktuelles/meldungen/2020_03_23_8710456595_meldung.php,@vitavonni,0,,,"1,2",0,,211.0,221,7.0,223,213,,,,,,,"0,9950725373",211.0,211.0,7.0,23/06/2020,7,1,https://www.facebook.com/kreisverwaltungalzeyworms/photos/a.312409209448407/564695944219731/?type=3&theater,221,221,0
Zweibrücken,Kreisfreie Stadt,7320,45,0%,45,,http://www.lkswp.de/corona-info, 45,23/06/2020 11:00, 45,37.0,,,,1.0,24.6.2020,https://www.lksuedwestpfalz.de/buergerservice/abteilungen/gesundheitswesen/infos-zum-coronavirus/,@vitavonni,0,Keine Veränderungen,,"17,5",0,,37.0,42,1.0,41,35,,,,,,,"0,9631746032",37.0,37.0,1.0,23/06/2020,7,1,https://www.lksuedwestpfalz.de/buergerservice/abteilungen/gesundheitswesen/infos-zum-coronavirus/,39,39,0
